User_ID,Cust_name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Avg_Order_Value
1003389,Vivek,P00145642,Female,18-25,24,0,Kerala,Southern,Govt,Furniture,2,16550,8275
1000611,Yogesh,P00329442,Female,36-45,39,0,Uttarakhand,Central,Chemical,Tupperware,4,16549,4137.25
1005107,Pratyusmita,P00046742,Male,46-50,48,0,Andhra Pradesh,Southern,Hospitality,Footwear & Shoes,2,16548,8274
1001836,Brian,P00344442,Female,26-35,27,0,Maharashtra,Western,Media,Footwear & Shoes,2,16548,8274
1002008,Pamela,P00309242,Female,26-35,32,0,Maharashtra,Western,Retail,Footwear & Shoes,4,16548,4137
1004022,Seth,P00288042,Female,36-45,45,0,Delhi,Central,Agriculture,Footwear & Shoes,2,16544,8272
1000033,Yaanvi,P00311442,Male,46-50,47,0,Uttar Pradesh,Central,Banking,Furniture,4,16540,4135
1003345,Jim,P00117942,Female,26-35,30,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16539,4134.75
1003620,Catini,P00112842,Female,26-35,28,0,Karnataka,Southern,Media,Footwear & Shoes,3,16537,5512.333333
1001546,Christopher,P00293242,Female,26-35,31,0,Kerala,Southern,Chemical,Furniture,3,16534,5511.333333
1005111,Amisha,P00001442,Female,36-45,37,0,Uttar Pradesh,Central,Hospitality,Tupperware,4,16533,4133.25
1003589,Atkinson,P00177842,Male,46-50,48,0,Madhya Pradesh,Central,Chemical,Furniture,1,16532,16532
1000329,Shrichand,P00140742,Female,36-45,44,1,Himachal Pradesh,Northern,Chemical,Furniture,4,16530,4132.5
1000731,Raglin,P00021742,Female,46-50,50,1,Delhi,Central,Hospitality,Footwear & Shoes,2,16527,8263.5
1003321,Saphhira,P00275842,Female,36-45,38,1,Karnataka,Southern,Govt,Footwear & Shoes,2,16527,8263.5
1000271,Anne,P00117442,Female,18-25,25,0,Uttar Pradesh,Central,Retail,Furniture,4,16525,4131.25
1001367,Ellison,P00187442,Female,26-35,29,0,Kerala,Southern,IT Sector,Furniture,2,16524,8262
1002125,Noshiba,P00190742,Female,36-45,38,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16522,5507.333333
1002154,Pippenger,P00051442,Female,26-35,31,0,Madhya Pradesh,Central,Construction,Footwear & Shoes,4,16520,4130
1001392,Andrew,P00271042,Female,46-50,48,1,Karnataka,Southern,Lawyer,Footwear & Shoes,3,16518,5506
1004322,Jason,P00132542,Male,51-55,54,0,Uttar Pradesh,Central,Media,Furniture,2,16518,8259
1003691,Bryan,P00081142,Male,26-35,28,0,Uttarakhand,Central,Aviation,Furniture,2,16518,8259
1000091,Raymond,P00189342,Female,36-45,42,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16517,5505.666667
1002764,Murray,P00278242,Male,26-35,33,1,Karnataka,Southern,Govt,Furniture,2,16516,8258
1001420,Harms,P00274042,Female,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,1,16512,16512
1005097,Krohn,P00315742,Female,55+,76,0,Gujarat,Western,Retail,Furniture,1,16512,16512
1003129,Palak,P00340942,Female,26-35,26,1,Maharashtra,Western,Healthcare,Footwear & Shoes,4,16511,4127.75
1004904,Priyanshu,P00131742,Male,51-55,54,1,Jharkhand,Eastern,Banking,Footwear & Shoes,3,16510,5503.333333
1001693,Shreyoshe,P00217942,Female,26-35,33,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,16510,5503.333333
1001017,Farhat,P00303042,Male,36-45,37,0,Karnataka,Southern,Aviation,Footwear & Shoes,3,16509,5503
1002208,Ashmi,P00057942,Female,26-35,33,1,Madhya Pradesh,Central,Govt,Furniture,4,16509,4127.25
1001599,Akshata,P00265242,Female,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,1,16506,16506
1002753,Mathis,P00176542,Male,51-55,52,1,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3,16501,5500.333333
1002389,Aayush,P00184942,Female,26-35,27,0,Uttar Pradesh,Central,IT Sector,Games & Toys,1,16499,16499
1004520,Anderson,P00036742,Female,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,1,16496,16496
1001671,Manish,P00054242,Female,36-45,45,0,Karnataka,Southern,Textile,Games & Toys,3,16494,5498
1000161,Chloris,P00178642,Female,46-50,49,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16491,5497
1002581,Patterson,P00123742,Female,26-35,26,1,Karnataka,Southern,Govt,Footwear & Shoes,1,16490,16490
1005165,Becky,P00085942,Female,36-45,37,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,2,16490,8245
1000872,Braun,P00221042,Female,51-55,55,1,Maharashtra,Western,Chemical,Footwear & Shoes,1,16489,16489
1005120,Jesslyn,P00147942,Female,51-55,53,1,Delhi,Central,Textile,Footwear & Shoes,3,16488,5496
1001983,Atul,P00128142,Female,26-35,31,1,Maharashtra,Western,Chemical,Games & Toys,2,16486,8243
1000212,Schoenberger,P00046142,Female,26-35,27,0,Kerala,Southern,Hospitality,Furniture,4,16484,4121
1004206,Campbell,P00044142,Male,36-45,45,1,Madhya Pradesh,Central,Hospitality,Furniture,2,16484,8242
1005880,Zettner,P00207942,Female,26-35,34,1,Uttar Pradesh,Central,Media,Games & Toys,2,16484,8242
1000566,Divyansh,P00125842,Female,26-35,30,0,Bihar,Eastern,Banking,Games & Toys,1,16480,16480
1005322,Kunitz,P00205942,Female,36-45,44,1,Delhi,Central,Aviation,Footwear & Shoes,1,16479,16479
1001285,Laalji,P00348742,Male,36-45,44,0,Delhi,Central,Govt,Footwear & Shoes,1,16478,16478
1005085,Parin,P00288042,Male,55+,68,0,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,3,16475,5491.666667
1001087,Waco,P00103042,Female,26-35,30,0,Delhi,Central,Hospitality,Footwear & Shoes,1,16475,16475
1003929,Prajakta,P00154042,Female,26-35,31,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16475,16475
1004466,David,P00113342,Female,36-45,42,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3,16475,5491.666667
1004016,Dowd,P00324342,Male,51-55,52,0,Uttar Pradesh,Central,Media,Footwear & Shoes,1,16475,16475
1003730,Miller,P00352942,Female,26-35,29,1,Bihar,Eastern,Aviation,Games & Toys,3,16472,5490.666667
1005100,Spruell,P00100642,Male,51-55,54,0,Delhi,Central,Chemical,Footwear & Shoes,1,16472,16472
1003773,Victoria,P00331042,Female,36-45,39,0,Andhra Pradesh,Southern,Lawyer,Games & Toys,4,16471,4117.75
1004656,Häberlin,P00039742,Female,26-35,35,0,Madhya Pradesh,Central,Govt,Footwear & Shoes,3,16471,5490.333333
1003650,Ginny,P00003442,Female,26-35,26,0,Uttar Pradesh,Central,IT Sector,Tupperware,1,16469,16469
1003845,Kriz,P00129642,Female,26-35,33,1,Himachal Pradesh,Northern,Hospitality,Furniture,3,16466,5488.666667
1002429,Mansi,P00183242,Female,26-35,28,1,Delhi,Central,Banking,Footwear & Shoes,3,16461,5487
1002889,Richard,P00220642,Female,36-45,45,0,Karnataka,Southern,Govt,Footwear & Shoes,3,16461,5487
1000137,Steve,P0099042,Male,46-50,47,1,Andhra Pradesh,Southern,Banking,Games & Toys,4,16460,4115
1000102,McCrossin,P00071442,Female,36-45,36,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,16460,5486.666667
1005722,Shourya,P00319042,Female,26-35,31,0,Gujarat,Western,IT Sector,Games & Toys,4,16458,4114.5
1001763,Subhasmita,P00129642,Female,36-45,44,0,Delhi,Central,Automobile,Footwear & Shoes,3,16456,5485.333333
1002910,Murray,P00100942,Female,0-17,14,1,Haryana,Northern,Agriculture,Furniture,1,16456,16456
1002039,Nockton,P00111842,Male,51-55,51,0,Haryana,Northern,Govt,Footwear & Shoes,1,16453,16453
1002798,Barroso,P00028842,Female,36-45,45,0,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,2,16452,8226
1003491,Freymann,P00122542,Female,26-35,26,1,Delhi,Central,Banking,Footwear & Shoes,1,16451,16451
1004220,Hughes,P00265242,Female,36-45,38,0,Delhi,Central,Retail,Footwear & Shoes,2,16451,8225.5
1002273,Sukant,P00261142,Female,26-35,26,0,Delhi,Central,Chemical,Footwear & Shoes,2,16450,8225
1002484,Pelletier,P00351242,Female,46-50,46,1,Karnataka,Southern,Banking,Footwear & Shoes,2,16449,8224.5
1003547,Parishi,P00275742,Female,36-45,41,0,Karnataka,Southern,Hospitality,Footwear & Shoes,4,16447,4111.75
1004229,Resi,P00113442,Female,36-45,40,1,Karnataka,Southern,Food Processing,Footwear & Shoes,4,16444,4111
1003641,Cacioppo,P00083442,Male,26-35,27,0,Rajasthan,Northern,Healthcare,Footwear & Shoes,2,16444,8222
1002518,Peterman,P00117442,Female,26-35,33,1,Uttar Pradesh,Central,Banking,Furniture,1,16444,16444
1001765,Mark,P00262242,Female,18-25,21,1,Bihar,Eastern,Aviation,Furniture,1,16443,16443
1003393,Blume,P00121342,Female,36-45,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3,16443,5481
1001451,Sink,P00119542,Male,36-45,45,0,Karnataka,Southern,Food Processing,Footwear & Shoes,3,16441,5480.333333
1002788,Pippenger,P00025442,Female,55+,81,1,Karnataka,Southern,Food Processing,Furniture,4,16438,4109.5
1000157,Michelle,P00112542,Female,36-45,38,0,Gujarat,Western,Retail,Furniture,1,16435,16435
1001820,McGuire,P00182142,Female,26-35,31,1,Kerala,Southern,Aviation,Tupperware,1,16435,16435
1000651,Carreira,P00266542,Female,36-45,37,0,Haryana,Northern,Textile,Games & Toys,1,16427,16427
1001369,Erica,P00243942,Female,26-35,35,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16426,5475.333333
1005361,Noel,P00177742,Male,51-55,54,1,Haryana,Northern,Hospitality,Footwear & Shoes,3,16425,5475
1003763,Zeldin,P00271742,Female,26-35,28,1,Uttar Pradesh,Central,Banking,Games & Toys,3,16423,5474.333333
1003022,Rozendal,P00205942,Female,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16422,8211
1003476,Lalita,P00208742,Female,51-55,51,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,16419,4104.75
1003683,Gross,P00117542,Female,26-35,30,0,Kerala,Southern,Hospitality,Furniture,1,16418,16418
1004112,Mrunal,P00282742,Female,46-50,49,1,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,1,16418,16418
1000308,Bzostek,P00339542,Female,26-35,30,0,Uttar Pradesh,Central,Hospitality,Furniture,4,16416,4104
1000321,Tim,P00267542,Female,18-25,21,0,Uttarakhand,Central,Automobile,Furniture,1,16416,16416
1004502,Kaydos,P00003942,Female,51-55,51,0,Uttar Pradesh,Central,IT Sector,Games & Toys,2,16415,8207.5
1001902,Pistole,P00004742,Female,26-35,35,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,16413,8206.5
1004718,Vaibhav,P00251642,Female,36-45,42,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16412,5470.666667
1002462,Nripraj,P00110542,Female,36-45,42,0,Gujarat,Western,IT Sector,Furniture,3,16409,5469.666667
1001188,Olvera,P00201442,Female,46-50,46,1,Karnataka,Southern,Banking,Footwear & Shoes,1,16409,16409
1004739,Flashing,P00230842,Female,26-35,28,0,Maharashtra,Western,Media,Furniture,1,16408,16408
1004581,Monica,P00232442,Female,26-35,35,1,Delhi,Central,Retail,Footwear & Shoes,1,16407,16407
1004837,Chetan,P00319342,Female,26-35,35,1,Delhi,Central,Lawyer,Footwear & Shoes,3,16407,5469
1002529,Aayush,P00018642,Male,36-45,43,0,Madhya Pradesh,Central,Hospitality,Games & Toys,1,16405,16405
1004271,Marley,P00113442,Female,36-45,43,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,2,16404,8202
1001884,Eugene,P00218542,Female,46-50,49,0,Karnataka,Southern,Govt,Footwear & Shoes,1,16403,16403
1001845,Ralph,P00048442,Female,26-35,33,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,16401,8200.5
1001733,Gonzalez,P00107042,Female,18-25,25,0,Uttar Pradesh,Central,Construction,Furniture,2,16398,8199
1004238,Dona,P00034742,Female,36-45,40,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,16397,8198.5
1002465,O'Carroll,P00110942,Female,51-55,52,1,Haryana,Northern,Media,Furniture,3,16396,5465.333333
1001139,Pisteka,P00158242,Female,26-35,27,0,Karnataka,Southern,Aviation,Footwear & Shoes,3,16396,5465.333333
1003526,Kartikay,P00207342,Male,36-45,37,0,Himachal Pradesh,Northern,IT Sector,Footwear & Shoes,1,16395,16395
1005100,Spruell,P00121442,Male,51-55,51,0,Himachal Pradesh,Northern,Healthcare,Footwear & Shoes,3,16393,5464.333333
1004220,Hughes,P00156142,Female,36-45,40,1,Delhi,Central,IT Sector,Footwear & Shoes,2,16392,8196
1004658,Guy,P00346842,Male,26-35,26,1,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,16391,4097.75
1001457,Monisha,P00362642,Female,26-35,26,1,Delhi,Central,Govt,Footwear & Shoes,4,16390,4097.5
1003081,Kalyani,P00275842,Female,26-35,27,0,Uttar Pradesh,Central,Healthcare,Games & Toys,2,16390,8195
1000339,Cheatham,P00103342,Male,51-55,52,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,16390,8195
1005954,Charlotte,P00216742,Female,46-50,48,1,Delhi,Central,Govt,Footwear & Shoes,4,16386,4096.5
1004016,Dowd,P00273742,Male,51-55,53,0,Uttarakhand,Central,Healthcare,Footwear & Shoes,1,16386,16386
1003182,Cartwright,P00307342,Female,26-35,27,0,Haryana,Northern,Govt,Furniture,1,16385,16385
1005112,Hudgings,P00266542,Female,36-45,45,1,Maharashtra,Western,Govt,Games & Toys,1,16385,16385
1003835,Roelle,P00113542,Female,26-35,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,16384,16384
1002457,Latchford,P00154042,Female,26-35,32,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,16382,16382
1000729,Ordway,P00057942,Female,36-45,43,0,Karnataka,Southern,Chemical,Footwear & Shoes,1,16382,16382
1001544,Rupert,P00211942,Female,26-35,32,1,Karnataka,Southern,Banking,Footwear & Shoes,4,16380,4095
1001284,O'Brian,P00298442,Female,46-50,50,1,Karnataka,Southern,Aviation,Footwear & Shoes,3,16380,5460
1005698,Rashmi,P00110842,Female,36-45,43,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16379,4094.75
1003635,Calhoun,P00362842,Male,51-55,55,0,Karnataka,Southern,Hospitality,Footwear & Shoes,4,16378,4094.5
1001630,Bensley,P00173042,Female,46-50,47,0,Madhya Pradesh,Central,Banking,Footwear & Shoes,4,16377,4094.25
1002969,Yotov,P00279442,Female,26-35,29,1,Uttar Pradesh,Central,Food Processing,Games & Toys,4,16377,4094.25
1000308,Bzostek,P00072342,Female,26-35,29,0,Gujarat,Western,IT Sector,Furniture,1,16376,16376
1003738,Juliana,P00362442,Female,46-50,46,0,Gujarat,Western,Healthcare,Games & Toys,2,16376,8188
1005994,Swint,P00274442,Female,36-45,41,0,Delhi,Central,Healthcare,Footwear & Shoes,3,16375,5458.333333
1001343,Oakman,P00111842,Female,36-45,42,1,Delhi,Central,Banking,Footwear & Shoes,4,16375,4093.75
1001010,Bremer,P00035142,Female,26-35,29,1,Karnataka,Southern,Retail,Footwear & Shoes,4,16375,4093.75
1004013,Michelle,P0094842,Female,26-35,33,1,Delhi,Central,Chemical,Footwear & Shoes,1,16372,16372
1003237,Roach,P00100742,Male,36-45,44,1,Maharashtra,Western,Chemical,Footwear & Shoes,2,16369,8184.5
1002240,Lichtenstein,P00345642,Female,46-50,46,1,Bihar,Eastern,Chemical,Furniture,2,16367,8183.5
1000188,Khloe,P00106042,Male,55+,64,1,Uttar Pradesh,Central,Media,Footwear & Shoes,4,16366,4091.5
1003275,Morse,P00015242,Female,36-45,42,0,Uttar Pradesh,Central,Construction,Tupperware,2,16365,8182.5
1003437,Leatherbury,P00120642,Male,26-35,30,1,Maharashtra,Western,Healthcare,Furniture,2,16364,8182
1005256,Grant,P00109742,Female,26-35,26,0,Himachal Pradesh,Northern,Construction,Furniture,3,16363,5454.333333
1002875,Toch,P00113242,Female,26-35,32,1,Rajasthan,Northern,Automobile,Furniture,1,16362,16362
1005054,Parhena,P00087042,Female,36-45,41,1,Delhi,Central,Govt,Footwear & Shoes,3,16360,5453.333333
1001741,Barchas,P00320742,Female,36-45,45,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,2,16359,8179.5
1002172,Amy,P00102242,Female,18-25,20,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,1,16357,16357
1003621,Navdeep,P00117942,Female,18-25,22,0,Uttar Pradesh,Central,Hospitality,Furniture,2,16357,8178.5
1002478,Rawles,P00174842,Female,51-55,52,1,Karnataka,Southern,Banking,Footwear & Shoes,1,16355,16355
1000543,Mukund,P00304642,Female,26-35,34,1,Delhi,Central,IT Sector,Footwear & Shoes,1,16354,16354
1001312,Dianna,P00025442,Female,26-35,33,0,Karnataka,Southern,Aviation,Footwear & Shoes,3,16354,5451.333333
1001776,Gannaway,P00344942,Female,26-35,34,1,Madhya Pradesh,Central,Govt,Footwear & Shoes,3,16354,5451.333333
1004058,Shaily,P00155642,Female,26-35,31,0,Maharashtra,Western,Aviation,Furniture,1,16353,16353
1003031,Foster,P00010742,Female,18-25,20,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,3,16353,5451
1000758,Ritu,P00287242,Female,36-45,39,0,Delhi,Central,Aviation,Footwear & Shoes,3,16351,5450.333333
1002378,Balk,P00065242,Female,26-35,31,0,Bihar,Eastern,Construction,Furniture,2,16349,8174.5
1002203,Anand,P00080042,Female,46-50,48,1,Delhi,Central,Agriculture,Footwear & Shoes,4,16349,4087.25
1004277,Sanjay,P00190142,Male,36-45,38,0,Maharashtra,Western,Banking,Footwear & Shoes,2,16348,8174
1000603,Packer,P00330442,Male,26-35,34,0,Uttar Pradesh,Central,IT Sector,Games & Toys,1,16348,16348
1002990,Reiten,P00119742,Female,36-45,42,1,Karnataka,Southern,Media,Footwear & Shoes,3,16346,5448.666667
1005978,Mhatre,P00298542,Female,36-45,40,1,Madhya Pradesh,Central,Media,Footwear & Shoes,3,16345,5448.333333
1004287,Flathmann,P00050442,Female,26-35,35,1,Maharashtra,Western,IT Sector,Furniture,3,16344,5448
1001309,Chayanika,P00110842,Female,26-35,34,1,Delhi,Central,Food Processing,Footwear & Shoes,1,16343,16343
1001274,Quincy,P00193842,Female,46-50,46,0,Delhi,Central,IT Sector,Footwear & Shoes,2,16343,8171.5
1001285,Laalji,P00118242,Male,36-45,41,1,Karnataka,Southern,Aviation,Footwear & Shoes,2,16340,8170
1005588,Sperren,P00125742,Male,26-35,28,0,Uttar Pradesh,Central,Banking,Games & Toys,1,16337,16337
1002157,Lopez,P00289942,Male,18-25,20,0,Karnataka,Southern,Healthcare,Games & Toys,3,16331,5443.666667
1001983,Atul,P00102642,Female,26-35,35,0,Delhi,Central,Aviation,Footwear & Shoes,3,16329,5443
1002913,Schild,P00119142,Male,36-45,42,0,Andhra Pradesh,Southern,Banking,Games & Toys,2,16325,8162.5
1003401,Ameesha,P00153742,Female,36-45,37,1,Andhra Pradesh,Southern,Retail,Games & Toys,3,16324,5441.333333
1003995,Trudy,P00041042,Male,36-45,44,1,Uttar Pradesh,Central,Govt,Footwear & Shoes,3,16324,5441.333333
1004735,Rishabh,P00217442,Female,46-50,46,0,Delhi,Central,Hospitality,Footwear & Shoes,1,16321,16321
1004685,Pardue,P00271742,Female,36-45,43,0,Delhi,Central,Aviation,Footwear & Shoes,3,16319,5439.666667
1003768,Braxton,P00084842,Male,26-35,28,1,Himachal Pradesh,Northern,IT Sector,Footwear & Shoes,3,16318,5439.333333
1003842,Shivangi,P00279542,Male,36-45,39,1,Maharashtra,Western,IT Sector,Tupperware,2,16317,8158.5
1000466,Sissman,P00286842,Female,26-35,34,0,Maharashtra,Western,Media,Footwear & Shoes,3,16316,5438.666667
1002408,Ashvini,P00231242,Male,46-50,46,0,Delhi,Central,Chemical,Games & Toys,4,16314,4078.5
1000151,Sujay,P00103342,Male,26-35,28,0,Bihar,Eastern,Food Processing,Tupperware,4,16311,4077.75
1000195,Daly,P00086442,Female,26-35,29,0,Madhya Pradesh,Central,IT Sector,Games & Toys,1,16311,16311
1004373,Byrd,P00216742,Female,51-55,53,0,Uttar Pradesh,Central,Healthcare,Furniture,2,16304,8152
1003906,Neil,P00349942,Male,51-55,53,1,Haryana,Northern,Automobile,Footwear & Shoes,3,16303,5434.333333
1005239,Quincy,P00148642,Female,36-45,36,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,16302,4075.5
1005511,Cox,P00127742,Female,46-50,50,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,16300,8150
1004271,Marley,P00245642,Female,36-45,43,1,Delhi,Central,Chemical,Footwear & Shoes,3,16298,5432.666667
1003220,Katherine,P00341442,Female,36-45,38,1,Uttar Pradesh,Central,Textile,Games & Toys,2,16297,8148.5
1003620,Catini,P00248342,Female,26-35,27,1,Delhi,Central,IT Sector,Footwear & Shoes,2,16294,8147
1001851,Sidharth,P00225642,Female,26-35,35,1,Himachal Pradesh,Northern,Govt,Games & Toys,3,16292,5430.666667
1003933,Scot,P00112542,Male,36-45,45,0,Karnataka,Southern,Healthcare,Furniture,3,16292,5430.666667
1000765,Perrino,P00329242,Female,26-35,27,0,Uttar Pradesh,Central,Banking,Furniture,2,16290,8145
1004227,William,P00250842,Female,26-35,35,0,Maharashtra,Western,Automobile,Footwear & Shoes,4,16289,4072.25
1001503,Willman,P00081142,Female,26-35,30,1,Delhi,Central,Lawyer,Footwear & Shoes,1,16288,16288
1001817,Olsen,P00259342,Female,36-45,38,0,Delhi,Central,Agriculture,Footwear & Shoes,2,16288,8144
1003227,Ayush,P00058042,Male,26-35,35,0,Uttar Pradesh,Central,Lawyer,Games & Toys,2,16287,8143.5
1001490,Alan,P00340342,Male,51-55,54,1,Uttar Pradesh,Central,Banking,Furniture,2,16287,8143.5
1004186,Coram,P00110842,Female,26-35,29,0,Madhya Pradesh,Central,Retail,Furniture,4,16284,4071
1004044,Yana,P00277642,Male,36-45,42,0,Uttarakhand,Central,Banking,Games & Toys,2,16283,8141.5
1003927,Sarah,P00148642,Male,26-35,30,1,Delhi,Central,Healthcare,Games & Toys,2,16282,8141
1001456,Lonsdale,P00294542,Female,26-35,35,0,Maharashtra,Western,Automobile,Tupperware,3,16279,5426.333333
1002124,Linda,P00116142,Female,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16278,16278
1002841,Gunjal,P00153742,Female,51-55,54,0,Maharashtra,Western,Aviation,Footwear & Shoes,4,16277,4069.25
1005627,Anubhaw,P00111042,Female,26-35,29,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,16277,16277
1003916,Surabhi,P00043642,Female,26-35,26,0,Delhi,Central,Lawyer,Footwear & Shoes,2,16276,8138
1001354,Scot,P00234742,Male,26-35,28,0,Uttarakhand,Central,Healthcare,Footwear & Shoes,3,16274,5424.666667
1003182,Cartwright,P00074242,Female,26-35,28,0,Delhi,Central,Textile,Footwear & Shoes,2,16271,8135.5
1000197,Zandusky,P00025942,Female,18-25,21,0,Uttarakhand,Central,Govt,Furniture,4,16271,4067.75
1005729,O'Rourke,P00246742,Female,18-25,19,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16270,5423.333333
1003717,Brad,P00025442,Female,36-45,39,1,Delhi,Central,IT Sector,Footwear & Shoes,3,16268,5422.666667
1005981,Krishna,P00015642,Female,36-45,44,0,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,2,16268,8134
1001899,Demir,P00103342,Male,46-50,48,1,Delhi,Central,IT Sector,Games & Toys,1,16267,16267
1000148,Rutuja,P00352542,Male,51-55,54,0,Himachal Pradesh,Northern,Banking,Footwear & Shoes,2,16266,8133
1002092,Shivangi,P00288942,Male,55+,75,0,Bihar,Eastern,Lawyer,Footwear & Shoes,3,16264,5421.333333
1001023,Kimberly,P00355942,Female,55+,82,0,Haryana,Northern,IT Sector,Games & Toys,2,16257,8128.5
1001100,Wilson,P00270842,Female,26-35,29,0,Karnataka,Southern,Retail,Games & Toys,1,16257,16257
1003227,Ayush,P00013742,Male,26-35,30,0,Gujarat,Western,IT Sector,Games & Toys,4,16255,4063.75
1000865,Akanksha,P00147942,Female,36-45,42,0,Kerala,Southern,Chemical,Furniture,3,16251,5417
1004404,Rittenbach,P00125842,Female,26-35,29,1,Andhra Pradesh,Southern,Healthcare,Games & Toys,2,16245,8122.5
1002304,Yoseph,P00127742,Female,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,4,16245,4061.25
1000822,Caudle,P00058142,Male,26-35,34,1,Himachal Pradesh,Northern,Automobile,Games & Toys,2,16244,8122
1002166,Laurel,P0095742,Male,0-17,14,0,Maharashtra,Western,Banking,Furniture,4,16244,4061
1001496,Haushalter,P00226442,Female,26-35,26,1,Delhi,Central,Govt,Footwear & Shoes,2,16242,8121
1004538,Webber,P00115842,Female,26-35,30,0,Karnataka,Southern,Govt,Games & Toys,2,16241,8120.5
1003412,Apsingekar,P00350942,Female,26-35,28,1,Delhi,Central,Textile,Footwear & Shoes,1,16240,16240
1001407,Aaron,P00219942,Male,36-45,41,1,Uttarakhand,Central,Hospitality,Games & Toys,4,16239,4059.75
1004980,Rob,P00024042,Female,26-35,28,1,Karnataka,Southern,Construction,Games & Toys,4,16236,4059
1003576,Alejandro,P00221942,Female,51-55,53,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,16236,5412
1005636,Tran,P00141942,Female,26-35,31,0,Delhi,Central,Lawyer,Footwear & Shoes,4,16230,4057.5
1004824,Herman,P00135642,Female,26-35,26,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4,16227,4056.75
1001505,Gilcrest,P00271942,Female,51-55,55,1,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16225,16225
1001666,Swint,P00057742,Female,26-35,31,1,Delhi,Central,Hospitality,Footwear & Shoes,2,16224,8112
1005902,Eleni,P00273942,Male,51-55,52,0,Delhi,Central,Govt,Footwear & Shoes,4,16224,4056
1002023,Company,P00190142,Female,18-25,18,1,Madhya Pradesh,Central,Govt,Games & Toys,2,16222,8111
1003201,Sonal,P00218342,Female,46-50,46,1,Delhi,Central,Hospitality,Footwear & Shoes,2,16221,8110.5
1001176,Alice,P00111542,Male,55+,58,1,Bihar,Eastern,Retail,Footwear & Shoes,1,16220,16220
1000044,Philip,P00323942,Male,46-50,50,1,Karnataka,Southern,Media,Footwear & Shoes,4,16219,4054.75
1005771,Armold,P00117942,Female,26-35,35,1,Maharashtra,Western,Automobile,Games & Toys,4,16219,4054.75
1001501,Amol,P00074442,Female,26-35,35,0,Bihar,Eastern,Aviation,Furniture,4,16217,4054.25
1004471,Bhargav,P00159442,Female,26-35,32,1,Delhi,Central,Healthcare,Footwear & Shoes,4,16216,4054
1003432,Maxwell,P00193142,Female,26-35,30,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,16216,4054
1000024,Brumfield,P00032042,Male,26-35,32,0,Haryana,Northern,Textile,Games & Toys,4,16215,4053.75
1005475,Frank,P00110842,Female,26-35,28,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,16214,8107
1005680,Mary,P00085242,Male,51-55,55,0,Bihar,Eastern,Retail,Footwear & Shoes,3,16213,5404.333333
1004167,Aparajita,P00253242,Female,26-35,30,1,Delhi,Central,Lawyer,Footwear & Shoes,2,16213,8106.5
